Tweets;polaridad
Parásito: vos querés una dictadura como la de Venezuela. Con Macri lo podés porque hay libertad. Lacra, jugás a la política mientras tus viejos juegan al golf en un country. https://twitter.com/JuanGrabois/status/1159181785995128832 …;NEGATIVO
Mamerto, vos sabes la cantidad de custodios que le pagamos a la mechera de tolosa?;NEGATIVO
Mamerto, vos sabes la cantidad de custodios que le pagamos a la mechera de tolosa?;NEGATIVO
Para pelotudo vos me vas a decir a quien tengo que votar? Majul vos pensas que todos son tan pelotudos para que les des consejos ? Decí directamente que le voten a cambiemos porque sos un periodista ultra MM;NEGATIVO
Este boludo vota a del caño acordate https://twitter.com/SePerel/status/1159907040740986882 …;NEGATIVO
El boludo vota Macri con el freezer vacío. Tomatelas;NEGATIVO
Gorila vota gorila;NEGATIVO
"Los pelotudos que votan a macri y tienen como fundamento ""hizo las cloacas,puso el metrobus,etc"" una pregunta ustedes comen asfalto?";NEGATIVO
los infradotados que votan a macri me van a tener que explicar por qué;NEGATIVO
putos q votana macri vol.32;NEGATIVO
Jajja sos más boludo que votante de Macri, jjaj... Ah pará....;NEGATIVO
Que hay que se pelotudo para votar a espert;NEGATIVO
"Que boluda. Votará a Espert y a la, según el pelado chanta, Evita amarilla. Gente como ella son ""comunicadores"", no tenemos destino !";NEGATIVO
Ni mierda te votare;NEGATIVO
Ni mierda te votare;NEGATIVO
sos imbecil o votarías a espert;NEGATIVO
Por estos idiotas que votaron en blanco, tibios, nos comimos 4 años del Gato!;NEGATIVO
Los pelotudos que votaron a @mauriciomacri le dejaron el país entero a una persona que no sabe leer, que tiene pocas luces y además es socio de EEUU, como Menem y De La Rúa. No den consejos muchachos. Lean.;NEGATIVO
Los pelotudos que votaron a @mauriciomacri le dejaron el país entero a una persona que no sabe leer, que tiene pocas luces y además es socio de EEUU, como Menem y De La Rúa. No den consejos muchachos. Lean.;NEGATIVO
Sos pelotudo o votas a macri?;NEGATIVO
Sos boludo o votas a Macri?;NEGATIVO
Sos mogolico o votas a los Fernandez?;NEGATIVO
Cuando sos basura Y votás a Macri pic.twitter.com/Z53XIKrDyx;NEGATIVO
Forro votas a Macri .Metete el madero en el orto.;NEGATIVO
sos mogolico o votas a lavagna que se muere ahora en dos minutos;NEGATIVO
yo: a quien mierda voto el domingo? mi mente: nico del caño de caño fumandose un caño;NEGATIVO
Boludo que voto a macri y ahora pretende justificarlo diciendo que todos son iguales, para sentirse menos boludo, detectado.;NEGATIVO
Boludo que voto a macri y ahora pretende justificarlo diciendo que todos son iguales, para sentirse menos boludo, detectado.;NEGATIVO
Sos un sorete que voy a levantar en pala, la concha puta de tu madre...;NEGATIVO
Sos un sorete que voy a levantar en pala, la concha puta de tu madre...;NEGATIVO
Yo soy el pelotudo y vs lo querés poner a @GugaLusto aa y @MiguelPichetto d vice x dios 51 años al pedo kampeon. Obviamente sos un adoctrinado con mucho miedo jajaja pobre d esta gente sin el mínimo d sentido comun y logica @jlespert #YoVotoEspert y #EspertRosales2019;NEGATIVO
KUKAS:NO VUELVEN MAS!!!;NEGATIVO
@PeteButtigieg what pizza place though? Before I can make another contribution I need to know, barnabys, Bruno’s, south side Macri’s or something else? #pizzamatters #nofork #theresonly1rightanswer;NEGATIVO
Chorro , zorete , Títere K, panKeKe #NoVuelvenMas;NEGATIVO
Cuando los trabajadores peor están, vos jugas para Macri. Si querés ayudar cómo decís, hace campaña en contra de Macri, No contra la única oposición que puede ganar y poner un freno a la destrucción total de la clase trabajadoras. Siempre funcional a la derecha. Viejo pelotudo.;NEGATIVO
Trabajadores globoludos, esto piensa implementar Macri, en diciembre. Es ESCLAVITUD. Piensen en uds y sus hijos. https://twitter.com/IsmaelBermudez1/status/1160299956080730112 …;NEGATIVO
trabajas para los Orkos y tratás de globoludos a los simpatizantes de @mauriciomacri Te diría como le dijo Michel Corleone a Kate, al final de El Padrino 1. “Quién es el globoludo acá?;NEGATIVO
trabajas para los Orkos y tratás de globoludos a los simpatizantes de @mauriciomacri Te diría como le dijo Michel Corleone a Kate, al final de El Padrino 1. “Quién es el globoludo acá?;NEGATIVO
Yo trabaje un DOmingo, y no se me cayeron los anillos. Ahora estamos peor que con Menem, trabajo los domingos para pagar la luz y poder mantener una estufa prendida;NEGATIVO
TRABAJE TODA MI VIDA ,Y ESTE ATORRANTE DE FERNANDEZ NI PARA PAGAR LAS ESPENSAS LE DA Y LA GATA VIVE DE LOS CORRUPTOS ,SON BASURA SOLO ESO BASURA.QUE TE QUIEREN JUZGAR;NEGATIVO
Trabajo y que nos alcance el sueldo son #Motivos por los que #YoTeVotoAlberto Fernández Presidente! @FrenteDeTodos lista completa!;POSITIVO
Trabajo en un ministerio. Esperamos ansiosos el cambio de gobierno para que lo limpiara de militantes. Los muy cobardes no tocaron a ni uno. Y todos boicotean. Uno de los grandes errores de Macri.;NEGATIVO
El trabajo de poner la cara para tapar a los q se robaron el país? Será gratis ese trabajo ?;NEGATIVO
Porque trabajo, salud, ciencia y cultura vuelvan a tener ministerio son #Motivos por los que #YoTeVotoAlberto Fernández Presidente! @FrenteDeTodos lista completa!;POSITIVO
Traducción: hacer lo que hicieron Duhalde y Lavagna, cagar a los ahorristas para proteger a los deudores. Lo grave es que en este caso, los deudores no corren riesgo de perder la casa. https://twitter.com/SergioMassa/status/1127217248781905920 …;NEGATIVO
Te traduzco, dice que sos un boludo y que votas a Macri por que querés cagar más alto de lo que Te da el culo;NEGATIVO
El TRAIDOR Angelici quiere ser VICE del CHIROLITA del Rojo Gribaudo, el que los VOTE es un TRAIDOR HDP! …https://el-blog-del-hincha-de-boca.blogspot.com/2019/08/votar-estas-lacras-es-ser-traidor-hdp.html … #Boca #EleccioneEnBoca #DanielAngelici #AngeliciTraidor #AngeliciEsMacri #ChristianGribaudo #GribaudoEsAngelici #Macri #Macrismo #LosBOLUsociospic.twitter.com/Y7tpChbrSs;NEGATIVO
En el tramo final camino a las PASO del domingo, en minutos estaré dialogando con @LpezAlejandro @montorrrr por @AM550LaPrimera. #JuntosPorElCambio;POSITIVO
"Otra trampa tipo el KINO; son ladrones a quienes van a engañar como lo hicieron los Chacon concesionarios del KINO. No se olviden de invitar al Rosales para que maneje los premios.";NEGATIVO
Tranqui boludito, estás muy nervioso. Mañana vas a poder festejar el %0.8 de Espert mañana...jajaja...bobo.;NEGATIVO
tranqui vende patria como tu jefe macri que mañana el pueblo te va a contestar vas a tener que pedirle más plata por que el lunes vuelve a subir la nafta para que pasees si VTV y firmando por hay pelotudeses como sos vos por que eso sos un vende humo;NEGATIVO
Tranquilo cara de verga , trata bien a las mujeres ...a cierto con esa cara de pija nunca tuviste una jajajajajaja;NEGATIVO
tranquilo que esos van a votar a Macri, Espert es pura espuma, el lunes me contas;NEGATIVO
Trata de empedo aunquesea vota a Macri de lo contrario si gana la chorra seremos venezuela;NEGATIVO
Tratar de anti argentino , facho o pelotudo al que no vota a CFK les dio un resultado bárbaro las últimas 3 elecciones .;NEGATIVO
Trataremos de darte una mano, Del Ñoca! Igual siempre te va bien a vos.;POSITIVO
Lo tratas de ignorante, pero él al menos entiende que Macri si es de izquierda;NEGATIVO
Trato de ser educada , pero vos sacas a la gente , hombre horrible , anda a cagar !!!Que bajo caes , como tenes un programa ? No te da verguenza , no la tienen tus hijos de tener un padre tan pelotudo ?;NEGATIVO
En El Trece con Mirtha todos Macristas, en C5N en Sobredosis de TV todos Kirchneristas. PH pudo haber invitado a Lavagna y Espert, no?;AMBIGUO
tremenda Maria eso es pensar , cosa que le cuesta al Espert o en truchadas https://twitter.com/MariaBarchi2/status/1158150148821794821 …;NEGATIVO
Tremenda boluda grande sos hermana...;NEGATIVO
Tremenda boluda grande sos hermana...;NEGATIVO
Tremenda boluda grande sos hermana...;NEGATIVO
Tremenda boluda grande sos hermana...;NEGATIVO
Tremendo acto de #ConsensoFederal #UnionPorSalta en Cerrillos junto a @mlauradelazerda @PuchongaOk intendentes, legisladores y los candidatos @Pablokosiner @marcelolaragros @SilvinaAbilesok .pic.twitter.com/ePQ6qcp5hx;POSITIVO
Tremendo pelotudo es Macri..;NEGATIVO
Que tremendo pelotudo. MACRI tiene 128 PROCESOS, es un LADRON, un dictador, un REPRESOR y tiene PRESOS POLÍTICOS y te devolvió la República? Hacete una enema xq estas lleno de mierda, pero en la cabeza.!;NEGATIVO
Y en tren de fantasias: por que no pensar que Espert y los K hicieron un pacto para quitarle votos a Macri ya que sin Espert en la contienda, le gana a Cristina segun los ultimos sondeos. Tan valida es una hipotesis como la otra, y la mia es mucho mas sólida.;AMBIGUO
"En el tren vienen 3 pelotudos borrachos gritando ""vamos a volver, mañana voten a los fernandez"" jajaja";NEGATIVO
Y esas tres personas que votan a Lavagna a quien apoyarían en un ballotage?;AMBIGUO
Triste Com la izquierda dice estar del lado de la mujer y vas con un hombre al frente, y lo más Triste es que se trata de un pelotudo que ya perdió una elección. O sea que in perdedor vale más que la mujer para esos boludos.;NEGATIVO
Que triste lo q dice sr. Presidente, votar sin argumentos...;NEGATIVO
"Que triste tiene que ser tu vida para ""bancar"" un alfredo casero, un tipo con talento discutible dijo macri es lo mejor, luego macri todo mal y ahora se fue del pais y escribe como si viviera aca. Eso idolatras. Un forro.";NEGATIVO
Que triste ver esto loco, que impotencia me genera, la concha d tu madre macri https://twitter.com/C5N/status/1109783247385288704 …;NEGATIVO
La tristeza es por la posibilidad de que vuelva CFK y lo mal que se comporta el peronismo. Con Cafiero no pasaba.;NEGATIVO
Es tristisimo que mi hno (de 18) va a votar por primera vez y al único candidato que conoce es a Del Caño . Por lo que propone? No, por la campaña Alica Alicate del orto;NEGATIVO
Un triunfo de Fernández - la chorra, nos pondría al borde del caos, virando a Venezuela y destruyendo lo que tanto esfuerzo nos costó construir y aguantar en estos cuatro años y todo el esfuerzo habrá sido en vano.;NEGATIVO
El triunfo de @mauriciomacri no solo lo será de la #Argentina. Para la región es imprescindible acabar con todo resquicio de esa peste reunida alrededor del llamado #SSXXI... El socialismo ha deteriorado y en otros casos ha acabado a los países que lo han soportadohttps://twitter.com/JoseLChilavert_/status/1159956932402339840 …;NEGATIVO
El triunfo de @mauriciomacri no solo lo será de la #Argentina. Para la región es imprescindible acabar con todo resquicio de esa peste reunida alrededor del llamado #SSXXI... El socialismo ha deteriorado y en otros casos ha acabado a los países que lo han soportadohttps://twitter.com/JoseLChilavert_/status/1159956932402339840 …;NEGATIVO
Troles de macri, de albertite y de espert JAJAJAJAJ x favor chicos q pasa? Están asustados???;AMBIGUO
Otro troll barato. Sigan con el q tiene q poner vallas para q no le llegue la gente, q lo putearía! Dónde están los 200 mil palos verdes de nueva deuda? Chorros corruptos todos!;NEGATIVO
Troll y pelotudo;NEGATIVO
Troll y pelotudo;NEGATIVO
Troll y la puta q te parió! El gato se va, después de reventar el país, pero se va a la cárcel! Y vos te quedas sin laburo!;NEGATIVO
Trolls trolls trolls trolls trolls trolls trolls trolls trolls trolls trolls trolls trolls y pelotudo;NEGATIVO
Trolls trolls trolls trolls trolls trolls trolls trolls trolls trolls trolls trolls trolls trolls trolls trolls trolls y pelotudo que se va a quedar sin trsbajo;NEGATIVO
La trosca de Miry Bregman se debe sentir con un tronco en el orto por la desición del tribunal de absolver a Milani....que asco me da esta tipa de mierda.;NEGATIVO
Los troskos+los fachos, quieren hacernos creer que @CFKArgentina podría haber puesto en juego, su profunda política sobre DD HH ¡Incomparable!! MILANI para esos sectores es un pecador: ES PERONISTA y las denuncias c/el fue producto dl ODIO al PERONISMO. Vieja y remanyada historia https://twitter.com/ClaudioScaletta/status/1159921803181068293 …;NEGATIVO
Trump, Bolsonaro, Salvini, Macri, Boris Johnson... pensamos un poco? Este populismo fascista no es casual.;NEGATIVO
...de Trump nomas?el periodismo patrullero no cuenta q Franco y Mauricio Macri eran muy amigos en evasion-lavado dl guido suller yanqui,aca esta el amigacho de Mau y de la cinica chorra estafadora de Vidal,el Peke Garcia y Martins! #MacriEsMafiaFraude!https://twitter.com/losprimerostuc/status/1160183596566614019 …;NEGATIVO
A Trump, Putin o al gordo norcoreano tirabombas no se lo hacen ni por equivocación. Somos bananeros en esto también. Creerá Macri que esta emulando a Ghandi?;NEGATIVO
Yo soy tucumana y voy a defenderlo a Macri, pq nos abrió las puertas al mundo, y este gobernador que tenemos se morfo los fondos que la Nación envió,peronia es la muerte del norte, de los ignorantes e inmorales que lo habitan. No reconocer lo que este Presi hizo, es de cobardes;NEGATIVO
Este es un tucumano (malparido), que vive en México y miami, laburaba de actor. Así que si no vivís en Argentina papá lo siento vaya y vote en México, por los 4,5 millones de pobres, sos un garca como mauricio macri, apoyando esto. No es de México es ARGENTINA pic.twitter.com/GkwXHIRblN;NEGATIVO
Con este tuit tan nefasto se nota que estas en el exilio, estas en España tuiteando desde un Iphone, se nota que no sabes la realidad del Zulia y las penurias de su gente, ahora que han hecho el mequetrefe de Rosales y el torombolo de guaido por el Zulia para aliviar la crisis? https://twitter.com/LuisMedeirosUNT/status/1159924555969892354 …;NEGATIVO
Los tuits diciendo no nos olvidemos de macri que hizo esto bla bla,Y sale el otro globo inflado con pedos diciendo, AY NO nos olvidemos de la chorra de cris. Dale sorete mal cagado no te das cuenta que los dos son una mierdaa mas grande que el estado. 16 años de pura mierda;NEGATIVO
Tiene el tupé de hablar de mafiosos y apoya a la flia Macri jajajajaja jajajajajajaaja jajajajaja jajajajajajaaja jajajajaja jajajajajajaaja jajajajaja jajajajajajaaja jajajajaja jajajajajajaaja jajajajaja jajajajajajaaja jajajajaja jajajajajajaaja jajajajaja jajajajajajaaja;NEGATIVO
@argentinos en todos sus tweets de por quien votarian el domingo, en todos vote por Espert pero ni idea quien es , vendria siendo mogolico? Machirulo? Un facho culiao? Comunista?;NEGATIVO
Antes de Twittear estupideces, pagá los miles de millones que debés!!. CORRUPTA. #YoTeVotoAlbertopic.twitter.com/C6csaZUg3E;NEGATIVO
Antes de Twittear estupideces, pagá los miles de millones que debés!!. CORRUPTA. #YoTeVotoAlbertopic.twitter.com/C6csaZUg3E;NEGATIVO
Tiene Twitter y es @juanjomalvinas , Luis;AMBIGUO
el uber me dijo 'bueno eliana que tengas un hermoso día y votá bien mañana, mandemos a macri a la mierda' my kind of uber;NEGATIVO
"Ucede San Miguel Frente Despertar gran trabajo de los chicos. @jlespert; @luisrosalesARG; @UcedeM; @UCEDEok; @BontempoHugo; @MINASSIANok; @eli_scialabba; @madorni; @EduardoBisogninpic.twitter.com/CdHZwnb1l7";POSITIVO
La UCR Departamental apoyará la fórmula Lavagna-Urtubey http://www.radiobelgranosuardi.com.ar/noticiasinterior.php?id=11383 …;AMBIGUO
Ud apoya a Lavagna! Todo dicho! pic.twitter.com/lImdxqy1SG;NEGATIVO
Ud. cree que Espert compite para ganar la elección? Argentina es un antro soviético. El 90% del país es zurdo. Esto es a largo plazo. Aún así, si llega a salir tercero, guardo su tw.;NEGATIVO
Ud nos defraudó cuando lo votamos y se vendió al los kirchner. No cuente con mi voto. Panqueque;NEGATIVO
Ud nos defraudó cuando lo votamos y se vendió al los kirchner. No cuente con mi voto. Panqueque;NEGATIVO
Ud no es quien cerro la campana fue el presidente de la nacion ademas debe de cuidadarse de los k y gente como ud estupido piense antes de escribir y mostrar las carracas de burro que tiene @YaFuiReina @bichingui;NEGATIVO
Ud no es quien cerro la campana fue el presidente de la nacion ademas debe de cuidadarse de los k y gente como ud estupido piense antes de escribir y mostrar las carracas de burro que tiene @YaFuiReina @bichingui;NEGATIVO
Ud. también participó de la campaña y no oí propuesta seria más allá de la demagogia de decir que va a poner plata en el bolsillo de la gente (menos mal q no habló de defaultear las lelic) Bájese del podio de su soberbia, por favor;NEGATIVO
Ud de periodista no tiene ni medio. Pero de IGNORANTE TODO. Si será bruto.;NEGATIVO
Ud de periodista no tiene ni medio. Pero de IGNORANTE TODO. Si será bruto.;NEGATIVO
ud señor es un autoritario. y no va a sacar + del 1.2 %. No amenace. Sabe de la independencia de los 3 poderes??? INFORMESE;NEGATIVO
Ud es PELOTUDO en horario de comercio unicente o a tiempo completo???;NEGATIVO
Ud los zurdos no tienen verguenza ni nada útil!!! Con los desastres que hizo la izquierda maldita en el mundo y hace aun!!! Que suerte que aqui no representan a nadie!;NEGATIVO
Uds almuerzan, hay gente que come salteado, impresentables hijos de puta!!!!;NEGATIVO
Uds almuerzan, hay gente que come salteado, impresentables hijos de puta!!!!;NEGATIVO
"""LA GENTE YA NO COME VIDRIO, NO VOTA CHORROS. POR ESO VOTAMOS A MACRI"" Uds después me piden que no los trate de pelotudos.";NEGATIVO
"Uds lo que son es ""rejuntados para el vuelto"", son la imparable lacra de los argentinos hacia el abismo.";NEGATIVO
"Uds lo que son es ""rejuntados para el vuelto"", son la imparable lacra de los argentinos hacia el abismo.";NEGATIVO
En uds no confia los kukas como vos. #MacriPichetto2019ListaCompleta;NEGATIVO
En uds no confia los kukas como vos. #MacriPichetto2019ListaCompleta;NEGATIVO
Pero uds sumaron a Pichetto lacra;NEGATIVO
Uds con tal de no trabajar nunca y jamás PRODUCIR nada, cualquier cosa...merecen lo peor, vos lakra, y toda la runfla de chorros politicos! Todos! Merecen lo peor!;NEGATIVO
Uds con tal de no trabajar nunca y jamás PRODUCIR nada, cualquier cosa...merecen lo peor, vos lakra, y toda la runfla de chorros politicos! Todos! Merecen lo peor!;NEGATIVO
@deguevaracris uds terminan en cana gano macri y sos tan idiota que no te avivaste.consejo cambia la falopa por laburo,.se termino la joda;NEGATIVO
X uds gil;NEGATIVO
X uds gil;NEGATIVO
Uds son mogolicos? 50 peritos dijeron que el delincuente pelotudo se ahogó. Si se hubiera entregado a Gendarmeria hubiera pasado@solo 5 hs. preso!;NEGATIVO
A uds.los k cualquiera les tiene miedo, ya mataron a un fiscal y murió mucha gente en la década nefasta! Presidente, cuidese pq lo necesitamos!!!!!!!!!!pic.twitter.com/0pRxVHBJsh;NEGATIVO
A uds.los k cualquiera les tiene miedo, ya mataron a un fiscal y murió mucha gente en la década nefasta! Presidente, cuidese pq lo necesitamos!!!!!!!!!!pic.twitter.com/0pRxVHBJsh;NEGATIVO
UFFFFF CUANTA SARASA ! DEVUELVAN LA NUESTRA!!!!!!!;NEGATIVO
"Uh q gente de mierda, las personas q me dijeron lo del ""menos peor"" (q forma de votar de mierda) se referían a Fernández";NEGATIVO
Uh como rompes las bolas con el chaleco!! Se te nota mucho q estás comprado pelotudo! El chaleco es anti balas, balas como vos!;NEGATIVO
Uh, sigue opinando este infradotado?.;NEGATIVO
Uhhh como jode este tarado con lo del chaleco! Capaz en tu país no lo conocen... volvete a boludandia xfa.;NEGATIVO
Uhhh como jode este tarado con lo del chaleco! Capaz en tu país no lo conocen... volvete a boludandia xfa.;NEGATIVO
Uhhh. Otro estúpido que compro el verso de las cloacas. Laburo, necesitamos!!!. Pelotudo a cuerdas!!!!!. Y no te pongas NERVIOSHO,ameo. Los vamos a gobernar bien. Fumá.;NEGATIVO
Uhhhh el peroncho esconde pedofilo enviador de rosarios a chorros.;NEGATIVO
Uhhhh como te voy a votar, todo gracias a @zurdoinutil,;NEGATIVO
Uhmmm Espana era una opcion pero no me gustan los payasos, Estados Unidos esta lleno de ellos y Argentina sino gana Macri llena de vagos y corruptos ...uhmm Cuba es la mejor opcion no hay politicos pero o te cagas de hambre o vives bien con dolares ...uhmm pa donde?;NEGATIVO
Ulster Grand Prix: Peter Hickman Wins, American Patricia Fernandez 16th In Superbike Race Two https://www.roadracingworld.com/news/ulster-grand-prix-peter-hickman-wins-american-patricia-fernandez-16th-in-superbike-race-two/ …pic.twitter.com/VGnp7Jx0zE;NEGATIVO
Ultima encuesta de pelotudos....Echarri 90 x ciento...Brancatelli 10 x. ciento.;NEGATIVO
Últimas oportunidades para jugar al PRODE electoral! ¿Cuánto creés que saca @alferdez? ¿Y @mauriciomacri? ¿Y @RLavagna @jlespert @NicolasdelCano?https://docs.google.com/forms/d/1WJloDyVrTuPknABrZ058hhjuquzsqocp7FGmS5CtyU8/edit?usp=forms_home&ths=true …;AMBIGUO
El último almuerzo, hijxs de puta.;NEGATIVO
El último almuerzo, hijxs de puta.;NEGATIVO
Último domingo antes del #11A, siempre por los mejores sueños defendiendo este Cambio, ¡vamos Argentina, @DefDelCambio! #JuntosPorElCambio #UnidadPorTucumán #DefensoresDelCambiopic.twitter.com/6aLyhr0GfA – at La Rotonda;POSITIVO
Último domingo de vacaciones de invierno. #Dolores #ruta2 ni el loro! Vamos Macri!!!!!!!!!! #VacacionesDeInviernopic.twitter.com/iQV1DUQK3g;POSITIVO
Por último, José Antonio @romeroferis del @PartAutonomista se opone rotundamente al #AbortoLegalpic.twitter.com/rYwDspJskb;AMBIGUO
En el último tramo de la campaña Macri le pide a sus votantes que no den argumentos y que simplemente lo voten. Se ve que los considera unos pelotudos incapaces de argumentar. Más aún si tienen que ponerse a defender este desastre;NEGATIVO
Son unas chairas,y encima pide disculpas para decir una mala palabra , oiga Don fernández con lo boca sucia que es en el tuiter!;NEGATIVO
Unas ganas de salir a jeringuiar con la moto pero no tengo registro lpm;NEGATIVO
Los une la korrupcion;NEGATIVO
Los une el panquequismo, los dos quedaban afuera de todo, Massa ventajista no ganó ni en Tigre en 2017;NEGATIVO
Los que se unen a los corruptos son corruptos..;NEGATIVO
La única manera de escribir un tweet como este es porque eres chavista y apoyas el comunismo, o me equivoco? Si Macri está en corrupción que también lo culpen pero finalmente a Correa, quien apoyó a chávez en todos los actos corruptos que hacía, la justicia lo busca. Muy bien.;NEGATIVO
La única manera de escribir un tweet como este es porque eres chavista y apoyas el comunismo, o me equivoco? Si Macri está en corrupción que también lo culpen pero finalmente a Correa, quien apoyó a chávez en todos los actos corruptos que hacía, la justicia lo busca. Muy bien.;NEGATIVO
La única opción que tiene chance nos lleva al precipicio, kambiemos se endeudó mal...ni Macri ni Fernández! https://twitter.com/dosinaga2/status/1158069546370109447 …;NEGATIVO
A la única persona que le acepto el voto a Macri es a la que se vio beneficiada con su gobierno (la minoría). Se lo acepto, pero me sigue pareciendo un hijo de puta por no mirar al costado. El croto que lo sigue defendiendo y no puede pagar la luz, que me chupe bien la pija.;NEGATIVO
A la única persona en el mundo a la que debería importarle eso, no le importa. Darlo en adopción sería una salida fácil, casi como ir a tirar la basura. Pero aún sigue sin darme un motivo real.;NEGATIVO
A la única persona en el mundo a la que debería importarle eso, no le importa. Darlo en adopción sería una salida fácil, casi como ir a tirar la basura. Pero aún sigue sin darme un motivo real.;NEGATIVO
Sos la única que salió a repudiar esto..y los ddhh? Y los kischneristas ? Y bostafini que se alegró ? Bueeee;NEGATIVO
La única solución: Macri-Pichetto. Me cuesta entender a muchos de los argentinos que apoyan a los mafiosos K, a gobernadores ladrones, a sindicalistas millonarios... quizá buscan lo que se merecen. Libertad de prensa... Aguante Santoro!!!!!;NEGATIVO
La única solución: Macri-Pichetto. Me cuesta entender a muchos de los argentinos que apoyan a los mafiosos K, a gobernadores ladrones, a sindicalistas millonarios... quizá buscan lo que se merecen. Libertad de prensa... Aguante Santoro!!!!!;NEGATIVO
La única solución: Macri-Pichetto. Me cuesta entender a muchos de los argentinos que apoyan a los mafiosos K, a gobernadores ladrones, a sindicalistas millonarios... quizá buscan lo que se merecen. Libertad de prensa... Aguante Santoro!!!!!;NEGATIVO
Lo único que se Barbaro que desde que nací(1951) hasta hoy,gracias al peronismo,he sido siempre pobre, laburé siempre desde que muy joven y nunca salí adelante, solo por que gobernaron ustedes,así que no joda,deje de culpar a Macri con 3 años de gestión contra 37 de traición.;NEGATIVO
El único concejal y dirigente de #LaMatanza que nunca aprobó una rendición de cuentas y dio sus argumentos en contra fue @miguelsaredi Hay que ser Justos en los informes aunque sea candidato de @RLavagna @UrtubeyJM y @BuccaBalipic.twitter.com/aqy5h97aeA;AMBIGUO
"El único desastre ""no natural"" fue el kirnerismo "" creado y representado por Néstor y CFK solo vasta ver Santa Cruz el resto es efecto cascada CALAMITOSO";NEGATIVO
Unidad. Eso pedíamos. Propuestas muy parecidas a las de Alberto Fernández. Hubieran hecho un muy buen equipo.;AMBIGUO
Unidos venceremos;POSITIVO
O sea que te uniste a Mauricio finalmente? Genial JL;POSITIVO
Upa, qué fácil encontrar a un peroncho infradotado. Un tweet y salen como los soretes a flote. Tranqui cabeza de termo, que tenés Macri para rato;NEGATIVO
Pero hasta en Uruguay es así! Los científicos no se manifiestan políticamente como tales, tampoco ponen afiches partidarios en la Universidad pública y nunca un rector/a, decano/a se expresa políticamente mientras esté en su cargo.;NEGATIVO
Uruguay no maaaa! El pueblo da la espalda a quitar Derechos adquiridos,derechos que nunca existirán en argentina mientras gobierne macri! https://twitter.com/gustavopecoraro/status/1158159634689122305 …;NEGATIVO
Soy uruguayo. Recién ví a un hermano argentino que por dormir en un contenedor de basura, terminó en un camión de recolección. Por suerte se salvó. Duele esa Argentina. Yo no sé si votaría a Fdez., Si tengo claro que jamás votaría a Macri.;NEGATIVO
Lo usa porque se le canta el ojete, porque en un país plagado de imbéciles... Hay que tener cuidado. Es el presidente no es un ciudadano más... Usa la cabecita... Se ve que las neuronas no están haciendo sinapsis correctamente. Se limpiaron a un fiscal... No les importa nada;NEGATIVO
Lo usa porque se le canta el ojete, porque en un país plagado de imbéciles... Hay que tener cuidado. Es el presidente no es un ciudadano más... Usa la cabecita... Se ve que las neuronas no están haciendo sinapsis correctamente. Se limpiaron a un fiscal... No les importa nada;NEGATIVO
Usa chaleco para que hablen los boludos;NEGATIVO
Usa chaleco para que hablen los boludos;NEGATIVO
"Usa chaleco señor periodista independiente y ""tuitero"" por la misma razón que @mariuvidal vive en una Base Aérea. Porque no disputamos por un partido u otro, sino que soy mafiosos al estilo Al Capone. Qué casualidad, el que fue preso por evasión impositiva";NEGATIVO
"Usa chaleco señor periodista independiente y ""tuitero"" por la misma razón que @mariuvidal vive en una Base Aérea. Porque no disputamos por un partido u otro, sino que soy mafiosos al estilo Al Capone. Qué casualidad, el que fue preso por evasión impositiva";NEGATIVO
Usa chaleco x q tres pelotudos de mierda se le acercaron al auto engañando lo bajo la ventanilla en el exterior. Y además en San Telmo otro frente a frente lo re putio. En otro país serio t acercas x sorpresa al presidente sin su consentimiento y el tiró va a la frente.;NEGATIVO
Usa chalecto para que reboten tus estupideces.;NEGATIVO
Usa chalecto para que reboten tus estupideces.;NEGATIVO
"""Valla"" es la que usa Macri para que la gente no se le arrime y se la dé, ud quiso escribir ""vaya""";AMBIGUO
lo usa para q pelotudos como vos pregunten. Lo peor de todo q votas. Decia el abuelo de Facundo Cabral q habia q tener cuidado con los boludos pq son muchos y son tan peligroso q hasta pueden elegir un presidente.;NEGATIVO
lo usa para q pelotudos como vos pregunten. Lo peor de todo q votas. Decia el abuelo de Facundo Cabral q habia q tener cuidado con los boludos pq son muchos y son tan peligroso q hasta pueden elegir un presidente.;NEGATIVO
Como usan a los pibes eh. Recién en la Línea D , día criaturas rapeando contra Macri en plena veda. La culpa no es de ellos, sino de los mismos de siempre y de los dos boludos que aplauden.;NEGATIVO
Te usan como forro y vos diciendo q el Gobierno de MACRI está de acuerdo con lo de Milani. Pelotudo Importante;NEGATIVO
Usando el criterio de ellos podemos decir que en 2015 le erraron para la mierda porque scioli le saco 10 puntos a macri.;NEGATIVO
ESTABA USANDO LOS DATOS EN CASA naaaa macri la concha de tu madre ndea;NEGATIVO
Usded es estúpido o está por recerbise ,?;NEGATIVO
Usded es estúpido o está por recerbise ,?;NEGATIVO
Use el plural por tu socio que desperdicia su inteligencia extraordinaria en programas ridículas ... una pena realmente tanto extremismo...;NEGATIVO
Use el plural por tu socio que desperdicia su inteligencia extraordinaria en programas ridículas ... una pena realmente tanto extremismo...;NEGATIVO
Use el plural por tu socio que desperdicia su inteligencia extraordinaria en programas ridículas ... una pena realmente tanto extremismo...;NEGATIVO
